Info 0    [10:07:41.092] Starting TS Server
Info 3162 [15:16:25.723] Different program with same set of files:: structureIsReused:: 2
Info 3163 [15:16:25.724] getCompletionData: Get current token: 0.012703999876976013
Info 3164 [15:16:25.724] getCompletionData: Is inside comment: 0.01634100079536438
Info 3165 [15:16:25.724] getCompletionData: Get previous token 1: 0.010669998824596405
Info 3166 [15:16:25.724] getCompletionData: Get previous token 2: 0.014446999877691269
Info 3167 [15:16:25.724] getCompletionsAtPosition: isCompletionListBlocker: 0.0032569989562034607
Info 3168 [15:16:25.726] getCompletionData: Semantic work: 1.8511019982397556
Info 3169 [15:16:25.726] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.025909002870321274
Info 3170 [15:16:25.729] getCompletionData: Get current token: 0.007683999836444855
Info 3171 [15:16:25.729] getCompletionData: Is inside comment: 0.01378600299358368
Info 3172 [15:16:25.729] getCompletionData: Get previous token 1: 0.009989000856876373
Info 3173 [15:16:25.729] getCompletionData: Get previous token 2: 0.012472998350858688
Info 3174 [15:16:25.729] getCompletionsAtPosition: isCompletionListBlocker: 0.0036370009183883667
Info 3175 [15:16:25.729] getCompletionData: Semantic work: 0.10500700026750565
Info 3176 [15:16:25.729] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.018174000084400177
Info 3177 [15:16:25.732] getCompletionData: Get current token: 0.01082099974155426
Info 3178 [15:16:25.732] getCompletionData: Is inside comment: 0.015379000455141068
Info 3179 [15:16:25.732] getCompletionData: Get previous token 1: 0.009617999196052551
Info 3180 [15:16:25.732] getCompletionData: Get previous token 2: 0.012863997370004654
Info 3181 [15:16:25.732] getCompletionsAtPosition: isCompletionListBlocker: 0.0029949992895126343
Info 3182 [15:16:25.732] getCompletionData: Semantic work: 0.09092999994754791
Info 3183 [15:16:25.732] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.02398499846458435
Info 3184 [15:16:25.769] getCompletionData: Get current token: 0.007133997976779938
Info 3185 [15:16:25.770] getCompletionData: Is inside comment: 0.9699990004301071
Info 3186 [15:16:25.770] getCompletionData: Get previous token 1: 0.015759002417325974
Info 3187 [15:16:25.770] getCompletionData: Get previous token 2: 0.019536998122930527
Info 3188 [15:16:25.770] getCompletionsAtPosition: isCompletionListBlocker: 0.003948003053665161
Info 3189 [15:16:25.771] getCompletionData: Semantic work: 0.13105599954724312
Info 3190 [15:16:25.771] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.04174799844622612
Info 3191 [15:16:26.306] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3192 [15:16:26.315] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 528 structureChanged: false Elapsed: 8.801939003169537ms
Info 3193 [15:16:26.315] Different program with same set of files:: structureIsReused:: 2
Info 3194 [15:16:26.315] getCompletionData: Get current token: 0.009326998144388199
Info 3195 [15:16:26.315] getCompletionData: Is inside comment: 0.01082099974155426
Info 3196 [15:16:26.315] getCompletionData: Get previous token 1: 0.006492000073194504
Info 3197 [15:16:26.315] getCompletionData: Get previous token 2: 0.009236998856067657
Info 3198 [15:16:26.315] getCompletionsAtPosition: isCompletionListBlocker: 0.002905000001192093
Info 3199 [15:16:26.317] getCompletionData: Semantic work: 1.7578070014715195
Info 3200 [15:16:26.317] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.022923000156879425
Info 3201 [15:16:26.322] getCompletionData: Get current token: 0.008075997233390808
Info 3202 [15:16:26.322] getCompletionData: Is inside comment: 0.009797997772693634
Info 3203 [15:16:26.322] getCompletionData: Get previous token 1: 0.006953001022338867
Info 3204 [15:16:26.322] getCompletionData: Get previous token 2: 0.009658001363277435
Info 3205 [15:16:26.322] getCompletionsAtPosition: isCompletionListBlocker: 0.003616001456975937
Info 3206 [15:16:26.322] getCompletionData: Semantic work: 0.08557099848985672
Info 3207 [15:16:26.322] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.029836002737283707
Info 3208 [15:16:26.354] getCompletionData: Get current token: 0.006491996347904205
Info 3209 [15:16:26.354] getCompletionData: Is inside comment: 0.017462998628616333
Info 3210 [15:16:26.354] getCompletionData: Get previous token 1: 0.009548000991344452
Info 3211 [15:16:26.354] getCompletionData: Get previous token 2: 0.012172996997833252
Info 3212 [15:16:26.354] getCompletionsAtPosition: isCompletionListBlocker: 0.003706999123096466
Info 3213 [15:16:26.355] getCompletionData: Semantic work: 0.0970820002257824
Info 3214 [15:16:26.355] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.03584799915552139
Info 3215 [15:16:26.360] getCompletionData: Get current token: 0.007133997976779938
Info 3216 [15:16:26.360] getCompletionData: Is inside comment: 0.015949998050928116
Info 3217 [15:16:26.360] getCompletionData: Get previous token 1: 0.007954999804496765
Info 3218 [15:16:26.360] getCompletionData: Get previous token 2: 0.008114997297525406
Info 3219 [15:16:26.360] getCompletionsAtPosition: isCompletionListBlocker: 0.0020839981734752655
Info 3220 [15:16:26.360] getCompletionData: Semantic work: 0.06435000151395798
Info 3221 [15:16:26.360] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.019235998392105103
Info 3222 [15:16:26.561] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3223 [15:16:26.570] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 529 structureChanged: false Elapsed: 9.277100998908281ms
Info 3224 [15:16:26.570] Different program with same set of files:: structureIsReused:: 2
Info 3225 [15:16:26.571] getCompletionData: Get current token: 0.008836999535560608
Info 3226 [15:16:26.571] getCompletionData: Is inside comment: 0.011130999773740768
Info 3227 [15:16:26.571] getCompletionData: Get previous token 1: 0.006641998887062073
Info 3228 [15:16:26.571] getCompletionData: Get previous token 2: 0.009237002581357956
Info 3229 [15:16:26.571] getCompletionsAtPosition: isCompletionListBlocker: 0.0029850006103515625
Info 3230 [15:16:26.573] getCompletionData: Semantic work: 1.7588290013372898
Info 3231 [15:16:26.573] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.020718999207019806
Info 3232 [15:16:26.575] getCompletionData: Get current token: 0.0077540017664432526
Info 3233 [15:16:26.575] getCompletionData: Is inside comment: 0.013925999402999878
Info 3234 [15:16:26.575] getCompletionData: Get previous token 1: 0.010529998689889908
Info 3235 [15:16:26.575] getCompletionData: Get previous token 2: 0.012072999030351639
Info 3236 [15:16:26.575] getCompletionsAtPosition: isCompletionListBlocker: 0.0027949996292591095
Info 3237 [15:16:26.575] getCompletionData: Semantic work: 0.08860699832439423
Info 3238 [15:16:26.575] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.02586899697780609
Info 3239 [15:16:26.608] getCompletionData: Get current token: 0.006803002208471298
Info 3240 [15:16:26.609] getCompletionData: Is inside comment: 0.01982799917459488
Info 3241 [15:16:26.609] getCompletionData: Get previous token 1: 0.009448003023862839
Info 3242 [15:16:26.609] getCompletionData: Get previous token 2: 0.011921998113393784
Info 3243 [15:16:26.609] getCompletionsAtPosition: isCompletionListBlocker: 0.0033160001039505005
Info 3244 [15:16:26.609] getCompletionData: Semantic work: 0.09473799914121628
Info 3245 [15:16:26.609] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.0361580029129982
Info 3246 [15:16:26.630] getCompletionData: Get current token: 0.007624000310897827
Info 3247 [15:16:26.630] getCompletionData: Is inside comment: 0.016210000962018967
Info 3248 [15:16:26.630] getCompletionData: Get previous token 1: 0.012784000486135483
Info 3249 [15:16:26.630] getCompletionData: Get previous token 2: 0.01249299943447113
Info 3250 [15:16:26.631] getCompletionsAtPosition: isCompletionListBlocker: 0.002664998173713684
Info 3251 [15:16:26.631] getCompletionData: Semantic work: 0.09033999964594841
Info 3252 [15:16:26.631] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.023624002933502197
Info 3253 [15:16:26.791] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3254 [15:16:26.809] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 530 structureChanged: false Elapsed: 17.50450199842453ms
Info 3255 [15:16:26.809] Different program with same set of files:: structureIsReused:: 2
Info 3256 [15:16:28.943] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3257 [15:16:28.950] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 531 structureChanged: false Elapsed: 7.362579997628927ms
Info 3258 [15:16:28.950] Different program with same set of files:: structureIsReused:: 2
Info 3259 [15:16:29.036] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3260 [15:16:29.044] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 532 structureChanged: false Elapsed: 7.985718999058008ms
Info 3261 [15:16:29.044] Different program with same set of files:: structureIsReused:: 2
Info 3262 [15:16:29.108] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3263 [15:16:29.115] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 533 structureChanged: false Elapsed: 6.977958001196384ms
Info 3264 [15:16:29.115] Different program with same set of files:: structureIsReused:: 2
Info 3265 [15:16:29.166] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3266 [15:16:29.176] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 534 structureChanged: false Elapsed: 9.748084999620914ms
Info 3267 [15:16:29.176] Different program with same set of files:: structureIsReused:: 2
Info 3268 [15:16:29.312] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3269 [15:16:29.323] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 535 structureChanged: false Elapsed: 11.078999999910593ms
Info 3270 [15:16:29.323] Different program with same set of files:: structureIsReused:: 2
Info 3271 [15:16:29.387] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3272 [15:16:29.399] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 536 structureChanged: false Elapsed: 11.604977000504732ms
Info 3273 [15:16:29.399] Different program with same set of files:: structureIsReused:: 2
Info 3274 [15:16:29.427] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3275 [15:16:29.437] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 537 structureChanged: false Elapsed: 9.681448999792337ms
Info 3276 [15:16:29.437] Different program with same set of files:: structureIsReused:: 2
Info 3277 [15:16:29.618] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3278 [15:16:29.625] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 538 structureChanged: false Elapsed: 6.94344399869442ms
Info 3279 [15:16:29.625] Different program with same set of files:: structureIsReused:: 2
Info 3280 [15:16:29.783] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3281 [15:16:29.792] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 539 structureChanged: false Elapsed: 8.583799999207258ms
Info 3282 [15:16:29.792] Different program with same set of files:: structureIsReused:: 2
Info 3283 [15:16:29.881] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3284 [15:16:29.889] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 540 structureChanged: false Elapsed: 7.593141999095678ms
Info 3285 [15:16:29.889] Different program with same set of files:: structureIsReused:: 2
Info 3286 [15:16:29.968] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3287 [15:16:29.976] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 541 structureChanged: false Elapsed: 7.93028499931097ms
Info 3288 [15:16:29.976] Different program with same set of files:: structureIsReused:: 2
Info 3289 [15:16:30.169] getCompletionData: Get current token: 0.007984999567270279
Info 3290 [15:16:30.169] getCompletionData: Is inside comment: 0.0018640011548995972
Info 3291 [15:16:30.169] getCompletionData: Get previous token 1: 0.01048000156879425
Info 3292 [15:16:30.169] getCompletionData: Get previous token 2: 0.008906997740268707
Info 3293 [15:16:30.169] getCompletionsAtPosition: isCompletionListBlocker: 0.0031960010528564453
Info 3294 [15:16:30.169] getCompletionData: Semantic work: 0.23426000028848648
Info 3295 [15:16:30.169] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.05551400035619736
Info 3296 [15:16:31.296] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3297 [15:16:31.304] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 542 structureChanged: false Elapsed: 7.400570999830961ms
Info 3298 [15:16:31.304] Different program with same set of files:: structureIsReused:: 2
Info 3299 [15:16:31.410] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3300 [15:16:31.424] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 543 structureChanged: false Elapsed: 13.688585001975298ms
Info 3301 [15:16:31.424] Different program with same set of files:: structureIsReused:: 2
Info 3302 [15:16:31.911] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3303 [15:16:31.927] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 544 structureChanged: false Elapsed: 16.342964000999928ms
Info 3304 [15:16:31.927] Different program with same set of files:: structureIsReused:: 2
Info 3305 [15:16:32.050] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3306 [15:16:32.067] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 545 structureChanged: false Elapsed: 16.224492002278566ms
Info 3307 [15:16:32.067] Different program with same set of files:: structureIsReused:: 2
Info 3308 [15:16:32.137] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3309 [15:16:32.149] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 546 structureChanged: false Elapsed: 12.68401100113988ms
Info 3310 [15:16:32.149] Different program with same set of files:: structureIsReused:: 2
Info 3311 [15:16:32.240] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3312 [15:16:32.254] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 547 structureChanged: false Elapsed: 13.28531900048256ms
Info 3313 [15:16:32.254] Different program with same set of files:: structureIsReused:: 2
Info 3314 [15:16:32.332] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3315 [15:16:32.344] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 548 structureChanged: false Elapsed: 11.326565001159906ms
Info 3316 [15:16:32.344] Different program with same set of files:: structureIsReused:: 2
Info 3317 [15:16:32.420] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3318 [15:16:32.432] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 549 structureChanged: false Elapsed: 11.700346000492573ms
Info 3319 [15:16:32.432] Different program with same set of files:: structureIsReused:: 2
Info 3320 [15:16:32.536] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3321 [15:16:32.547] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 550 structureChanged: false Elapsed: 11.933031998574734ms
Info 3322 [15:16:32.548] Different program with same set of files:: structureIsReused:: 2
Info 3323 [15:16:32.737] getCompletionData: Get current token: 0.015077996999025345
Info 3324 [15:16:32.737] getCompletionData: Is inside comment: 0.0035270005464553833
Info 3325 [15:16:32.737] getCompletionData: Get previous token 1: 0.03181000053882599
Info 3326 [15:16:32.737] getCompletionsAtPosition: isCompletionListBlocker: 0.004969000816345215
Info 3327 [15:16:32.738] getCompletionData: Semantic work: 0.3600360006093979
Info 3328 [15:16:32.738] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.05129599943757057
Info 3329 [15:16:32.748] getCompletionData: Get current token: 0.013986997306346893
Info 3330 [15:16:32.748] getCompletionData: Is inside comment: 0.0031360015273094177
Info 3331 [15:16:32.748] getCompletionData: Get previous token 1: 0.029665999114513397
Info 3332 [15:16:32.748] getCompletionsAtPosition: isCompletionListBlocker: 0.00440799817442894
Info 3333 [15:16:32.748] getCompletionData: Semantic work: 0.25627099722623825
Info 3334 [15:16:32.748] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.04882099851965904
Info 3335 [15:16:32.813] getCompletionData: Get current token: 0.009817998856306076
Info 3336 [15:16:32.813] getCompletionData: Is inside comment: 0.0025549978017807007
Info 3337 [15:16:32.813] getCompletionData: Get previous token 1: 0.025446999818086624
Info 3338 [15:16:32.813] getCompletionsAtPosition: isCompletionListBlocker: 0.0035159997642040253
Info 3339 [15:16:32.814] getCompletionData: Semantic work: 0.20258000120520592
Info 3340 [15:16:32.814] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.04864099994301796
Info 3341 [15:16:32.816] getCompletionData: Get current token: 0.00943799689412117
Info 3342 [15:16:32.816] getCompletionData: Is inside comment: 0.0023939982056617737
Info 3343 [15:16:32.816] getCompletionData: Get previous token 1: 0.032260000705718994
Info 3344 [15:16:32.816] getCompletionsAtPosition: isCompletionListBlocker: 0.002293996512889862
Info 3345 [15:16:32.816] getCompletionData: Semantic work: 0.17496800050139427
Info 3346 [15:16:32.816] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.0286329984664917
Info 3347 [15:16:33.825] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3348 [15:16:33.838] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 551 structureChanged: false Elapsed: 12.611915998160839ms
Info 3349 [15:16:33.838] Different program with same set of files:: structureIsReused:: 2
Info 3350 [15:16:33.935] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3351 [15:16:33.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 552 structureChanged: false Elapsed: 11.64316799864173ms
Info 3352 [15:16:33.946] Different program with same set of files:: structureIsReused:: 2
Info 3353 [15:16:34.072] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3354 [15:16:34.084] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 553 structureChanged: false Elapsed: 11.806765001267195ms
Info 3355 [15:16:34.084] Different program with same set of files:: structureIsReused:: 2
Info 3356 [15:16:34.273] getCompletionData: Get current token: 0.014947999268770218
Info 3357 [15:16:34.273] getCompletionData: Is inside comment: 0.0035270005464553833
Info 3358 [15:16:34.273] getCompletionData: Get previous token 1: 0.03199999779462814
Info 3359 [15:16:34.273] getCompletionData: Get previous token 2: 0.025387998670339584
Info 3360 [15:16:34.273] getCompletionsAtPosition: isCompletionListBlocker: 0.004589002579450607
Info 3361 [15:16:34.274] getCompletionData: Semantic work: 0.3361300006508827
Info 3362 [15:16:34.274] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.05077499896287918
Info 3363 [15:16:34.279] getCompletionData: Get current token: 0.014187000691890717
Info 3364 [15:16:34.279] getCompletionData: Is inside comment: 0.0029949992895126343
Info 3365 [15:16:34.279] getCompletionData: Get previous token 1: 0.037140000611543655
Info 3366 [15:16:34.279] getCompletionData: Get previous token 2: 0.029835999011993408
Info 3367 [15:16:34.279] getCompletionsAtPosition: isCompletionListBlocker: 0.0036570020020008087
Info 3368 [15:16:34.279] getCompletionData: Semantic work: 0.24857600033283234
Info 3369 [15:16:34.279] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.04575499892234802
Info 3370 [15:16:34.336] getCompletionData: Get current token: 0.01496800035238266
Info 3371 [15:16:34.336] getCompletionData: Is inside comment: 0.00400799885392189
Info 3372 [15:16:34.336] getCompletionData: Get previous token 1: 0.03139900043606758
Info 3373 [15:16:34.336] getCompletionData: Get previous token 2: 0.0336729995906353
Info 3374 [15:16:34.336] getCompletionsAtPosition: isCompletionListBlocker: 0.004608999937772751
Info 3375 [15:16:34.336] getCompletionData: Semantic work: 0.27475500106811523
Info 3376 [15:16:34.336] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.06137499958276749
Info 3377 [15:16:34.340] getCompletionData: Get current token: 0.006632998585700989
Info 3378 [15:16:34.340] getCompletionData: Is inside comment: 0.0021640025079250336
Info 3379 [15:16:34.340] getCompletionData: Get previous token 1: 0.01453699916601181
Info 3380 [15:16:34.340] getCompletionData: Get previous token 2: 0.01292400062084198
Info 3381 [15:16:34.340] getCompletionsAtPosition: isCompletionListBlocker: 0.0034359991550445557
Info 3382 [15:16:34.340] getCompletionData: Semantic work: 0.1408339999616146
Info 3383 [15:16:34.340] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.03076700121164322
Info 3384 [15:16:34.357] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3385 [15:16:34.369] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 554 structureChanged: false Elapsed: 11.685226999223232ms
Info 3386 [15:16:34.369] Different program with same set of files:: structureIsReused:: 2
Info 3387 [15:16:34.440] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3388 [15:16:34.452] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 555 structureChanged: false Elapsed: 11.776519000530243ms
Info 3389 [15:16:34.452] Different program with same set of files:: structureIsReused:: 2
Info 3390 [15:16:34.489] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3391 [15:16:34.501] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 556 structureChanged: false Elapsed: 11.525428000837564ms
Info 3392 [15:16:34.501] Different program with same set of files:: structureIsReused:: 2
Info 3393 [15:16:34.668] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3394 [15:16:34.679] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 557 structureChanged: false Elapsed: 11.533523999154568ms
Info 3395 [15:16:34.679] Different program with same set of files:: structureIsReused:: 2
Info 3396 [15:16:34.865] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3397 [15:16:34.876] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 558 structureChanged: false Elapsed: 11.421351999044418ms
Info 3398 [15:16:34.876] Different program with same set of files:: structureIsReused:: 2
Info 3399 [15:16:35.053] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3400 [15:16:35.065] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 559 structureChanged: false Elapsed: 11.60819299891591ms
Info 3401 [15:16:35.065] Different program with same set of files:: structureIsReused:: 2
Info 3402 [15:16:35.188] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3403 [15:16:35.201] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 560 structureChanged: false Elapsed: 12.703598000109196ms
Info 3404 [15:16:35.201] Different program with same set of files:: structureIsReused:: 2
Info 3405 [15:16:35.451] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3406 [15:16:35.461] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 561 structureChanged: false Elapsed: 9.663735996931791ms
Info 3407 [15:16:35.461] Different program with same set of files:: structureIsReused:: 2
Info 3408 [15:16:35.542] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3409 [15:16:35.551] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 562 structureChanged: false Elapsed: 8.948574997484684ms
Info 3410 [15:16:35.551] Different program with same set of files:: structureIsReused:: 2
Info 3411 [15:16:37.640] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3412 [15:16:37.651] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 563 structureChanged: false Elapsed: 11.434999000281096ms
Info 3413 [15:16:37.651] Different program with same set of files:: structureIsReused:: 2
Info 3414 [15:16:37.964] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3415 [15:16:37.974] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 564 structureChanged: false Elapsed: 9.904366999864578ms
Info 3416 [15:16:37.974] Different program with same set of files:: structureIsReused:: 2
Info 3417 [15:16:38.127] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3418 [15:16:38.138] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 565 structureChanged: false Elapsed: 10.462143000215292ms
Info 3419 [15:16:38.138] Different program with same set of files:: structureIsReused:: 2
Info 3420 [15:16:38.243] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3421 [15:16:38.255] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 566 structureChanged: false Elapsed: 12.154507998377085ms
Info 3422 [15:16:38.255] Different program with same set of files:: structureIsReused:: 2
Info 3423 [15:16:38.326] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3424 [15:16:38.339] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 567 structureChanged: false Elapsed: 13.16125500202179ms
Info 3425 [15:16:38.339] Different program with same set of files:: structureIsReused:: 2
Info 3426 [15:16:38.397] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3427 [15:16:38.412] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 568 structureChanged: false Elapsed: 15.284489002078772ms
Info 3428 [15:16:38.412] Different program with same set of files:: structureIsReused:: 2
Info 3429 [15:16:38.597] getCompletionData: Get current token: 0.013294998556375504
Info 3430 [15:16:38.597] getCompletionData: Is inside comment: 0.0032659992575645447
Info 3431 [15:16:38.597] getCompletionData: Get previous token 1: 0.028443999588489532
Info 3432 [15:16:38.597] getCompletionData: Get previous token 2: 0.02449600026011467
Info 3433 [15:16:38.597] getCompletionsAtPosition: isCompletionListBlocker: 0.1048159971833229
Info 3434 [15:16:38.604] collectAutoImports: starting, not resolving module specifiers
Info 3435 [15:16:38.604] collectAutoImports: module specifier cache size: 267
Info 3436 [15:16:38.618] getSymbolToExportInfoMap: cache hit
Info 3437 [15:16:38.630] collectAutoImports: done in 26.564495999366045 ms
Info 3438 [15:16:38.630] getCompletionData: Semantic work: 33.12641400098801
Info 3439 [15:16:38.637] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.567717999219894
Info 3440 [15:16:38.648] getCompletionData: Get current token: 0.0102199986577034
Info 3441 [15:16:38.648] getCompletionData: Is inside comment: 0.004157997667789459
Info 3442 [15:16:38.648] getCompletionData: Get previous token 1: 0.022312000393867493
Info 3443 [15:16:38.649] getCompletionData: Get previous token 2: 0.020799003541469574
Info 3444 [15:16:38.649] getCompletionsAtPosition: isCompletionListBlocker: 0.01538899913430214
Info 3445 [15:16:38.651] collectAutoImports: starting, not resolving module specifiers
Info 3446 [15:16:38.651] collectAutoImports: module specifier cache size: 267
Info 3447 [15:16:38.655] getSymbolToExportInfoMap: cache hit
Info 3448 [15:16:38.662] collectAutoImports: done in 10.653602998703718 ms
Info 3449 [15:16:38.662] getCompletionData: Semantic work: 13.418930001556873
Info 3450 [15:16:38.667] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.817095000296831
Info 3451 [15:16:38.672] getCompletionData: Get current token: 0.015279002487659454
Info 3452 [15:16:38.672] getCompletionData: Is inside comment: 0.00271499902009964
Info 3453 [15:16:38.672] getCompletionData: Get previous token 1: 0.02289300039410591
Info 3454 [15:16:38.672] getCompletionData: Get previous token 2: 0.02090900018811226
Info 3455 [15:16:38.672] getCompletionsAtPosition: isCompletionListBlocker: 0.007003001868724823
Info 3456 [15:16:38.675] collectAutoImports: starting, not resolving module specifiers
Info 3457 [15:16:38.675] collectAutoImports: module specifier cache size: 267
Info 3458 [15:16:38.679] getSymbolToExportInfoMap: cache hit
Info 3459 [15:16:38.684] collectAutoImports: done in 9.117841001600027 ms
Info 3460 [15:16:38.684] getCompletionData: Semantic work: 12.1026710011065
Info 3461 [15:16:38.689] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.759516999125481
Info 3462 [15:16:38.692] getCompletionData: Get current token: 0.007354002445936203
Info 3463 [15:16:38.692] getCompletionData: Is inside comment: 0.0016429983079433441
Info 3464 [15:16:38.692] getCompletionData: Get previous token 1: 0.013234999030828476
Info 3465 [15:16:38.692] getCompletionData: Get previous token 2: 0.011941999197006226
Info 3466 [15:16:38.692] getCompletionsAtPosition: isCompletionListBlocker: 0.0065019987523555756
Info 3467 [15:16:38.695] collectAutoImports: starting, not resolving module specifiers
